Light,Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Relative Humidity (%),Temp (°C),Temp (°F),Soil Moisture (%),Plant Health
672.0534585238055,70.75903776985571,20.48398359416929,97.53430935265273,24.36083294502186,8.380633427506371,19.352957744630974,60.03277672575026,Unhealthy
465.97728181341785,101.70592738968642,34.18848522514264,148.62691590440647,52.95921664025359,22.263913005355,70.5170788484831,43.69112503934966,Healthy
376.22298532187676,144.4943601779391,46.360880356955164,113.37746698089376,60.97852949728016,19.02998538604446,74.11435065121947,35.135191301592535,Healthy
232.07119694690005,156.14972475141008,58.89468540632467,120.82103751311982,40.91492539399212,20.647823882727337,82.78922897438572,29.266133337165673,Moderate
503.09173157058933,99.44034798671419,48.33473326942661,144.7879212471457,65.07826657121934,11.06448630632119,62.72340483443831,51.07087492435822,Moderate
860.556155158072,7.367134156719057,0.1891937702364921,193.76022571333277,14.592529369733553,-7.710481132199489,38.08346359999591,18.226133882194752,Unhealthy
659.5997636704578,142.1333447044953,41.376544696750926,127.38099598901363,59.4531937877114,16.666374454024012,68.86259755716735,43.12967691686035,Healthy
992.3763432672221,174.39597763806145,21.780327871232995,54.62951688513213,82.05342982022059,17.002110372619963,72.72710816232919,43.061468071992856,Unhealthy
107.21107744464734,121.3566275688646,24.773440453423298,122.59042897880185,64.49352659492243,16.10612235692949,69.70503830347552,25.288438209959576,Moderate
843.8520847349909,114.24287828123562,33.11288953823458,148.27420422234215,64.21997453471758,17.832819420346524,68.29410315478735,34.64913550245371,Healthy
250.0479038734289,112.6185866680262,39.38132763478861,108.82665321992516,67.89534751974671,24.717533003292164,76.45225049847117,37.799130954866875,Healthy
89.70202633979474,191.6768798076707,52.19406794035551,51.637538253330995,70.41622679598929,22.252418360300226,89.05278082975447,34.92287764077477,Unhealthy
803.028561423433,96.25337811387433,23.59513054420146,194.64399515514467,95.50834916878253,19.640116264595434,57.357544520801206,59.5890378232792,Unhealthy
594.2301149320649,145.85480362569214,59.9349539635352,108.94695663450403,54.10741333988984,20.210456661299016,53.217370692235605,36.61313130780653,Moderate
317.46668941704297,144.1674872541882,37.11536877634675,104.71910198296322,51.71261770625308,21.36966153858322,70.12653234547327,30.406653724641043,Healthy
507.18309818075534,49.77839424607468,33.4280056315697,159.2869657609678,68.96093823866897,28.534110539753165,35.09721085777961,51.25005868134473,Unhealthy
941.8511924463099,53.79897534267908,19.25755598337041,58.01322184553288,87.68752536861928,38.56950290556218,101.67274569432121,28.769861860075395,Unhealthy
449.3093580150577,45.12492702722366,66.22837466590916,195.37932206648557,99.5294697527046,19.202376681156395,14.077224643995521,60.121057239204994,Unhealthy
978.5919837178018,37.011929517348996,25.222170252406944,15.327432570129606,40.78147696112633,-9.765196958734364,22.081258016416335,3.337151482777827,Unhealthy
277.00486990835395,146.14867683354768,18.994807360986545,65.21038448811308,2.936098744150495,9.484818087461392,95.64523125000613,15.251594896519961,Unhealthy
9.46703883287492,116.50014148526651,32.37890677571768,119.3479585154388,99.4141021183269,35.97580277314442,28.97927514421573,18.98124276881853,Unhealthy
690.1328710512831,141.56365094896188,48.50972608956924,109.2824117826645,78.78159118996506,29.015159236775894,51.29392639445777,46.23713765120723,Moderate
357.4953543117909,145.6481423615691,57.925493600716976,86.03483328425733,74.43194267944602,17.610406059796908,76.89097360353645,41.86946374749266,Moderate
361.8807136612827,147.23371804078857,38.22549303125258,105.30569862187038,52.91022239208548,22.474295962430595,71.2081519988025,31.50797939710926,Healthy
563.736300393682,167.47907824322874,56.04498550117127,102.67629964090897,70.29162219766722,22.418810116511583,53.82430574953422,24.707461043918137,Moderate
284.25239351031087,116.77736281064998,20.42672453503146,149.46968211018486,49.495376897193395,14.752016372116497,54.07571087056454,46.09594101999505,Moderate
934.6414273998708,119.68286622819693,23.284165960892544,180.30123302745417,20.277598883456093,5.957289205741921,87.98357387560716,16.424278242822904,Unhealthy
399.6557398784681,112.0785579220169,36.34028027720176,115.44972726208036,68.79462773946966,21.53199788669432,71.09676269755127,43.751859384120024,Healthy
108.05427175081329,71.50553790206094,44.92407566887165,90.46107349241363,50.54069986400965,16.58635906895941,81.16671039371431,38.191938918721775,Unhealthy
802.4095845715391,144.94070260020246,31.772981920591896,154.2729445212956,67.67693678049895,26.278508814842905,70.49856030733768,29.545415480418498,Moderate
916.6004295467039,149.52873598359218,30.365958186052545,9.059450868743335,15.754545282005704,4.24734404600545,23.528007367282953,22.66116941842443,Unhealthy
499.2635771781868,140.87358400984127,41.247914419786,103.60739604345748,58.15947018744098,17.59754909866891,63.35930871681084,32.43736640201211,Healthy
511.51003840880304,118.60673149305198,49.9027322387615,93.05147682462156,88.96074493870583,31.82266166644851,41.49991049528997,65.46686487675275,Unhealthy
320.8804260284923,163.6065050515557,47.3017174245035,90.00925299755633,56.73965165343766,24.306359473117467,54.337230757778514,23.91768895331511,Moderate
631.9102366613103,100.51845378782966,52.80407378714684,157.95128598815236,77.80331425345464,13.538555918614614,57.67697210871002,46.35925106266605,Moderate
282.2369530037976,145.71094438006395,45.63522541201135,145.32382870658572,52.005818872871245,21.11078712283113,59.1602847005859,45.23525605778092,Healthy
383.79637700930624,128.20542653983034,37.47556213702051,121.16991583640335,58.02213037111234,16.269408791370168,60.54439763807118,31.896714825555257,Healthy
